Title,Identifier,Creators,Supervisors,Lang,Subjects,SubjectsVDP,Date,Institute,FacultyShort,FacultyLong,InstituteShort,InstituteLong,MasterProg,LangNorm
A behavior analytic account of social categorizatio,https://hdl.handle.net/10642/6643,"Strand, Rebekka","Arntzen, Erik",en,Social categorization|Stimulus equivalence|Behavior analysis|Pre-experimental history|Prior learning|Questionnaire|Atferdsanalyse|Stimulusekvivalens|Komplekse systemer,,2018,HV - Master i Atferdsvitenskap,HV,Fakultet for helsefag,AV,Institutt for atferdsvitenskap,Master i Atferdsvitenskap,eng
"Sammenheng mellom endring i atferdsmønstre, responskontingent forsterkning og depressive symptomer hos studenter under Covid-19-pandemien",https://hdl.handle.net/11250/2787948,"Aasland, Mia","Myhre, Martin Øverlien (hovedveileder)|Ree, Gunnar (biveileder)",nb,Covid-19|Atferdsmønster|Forsterkning|Atferdsanalyse,,2021,HV - Master i Atferdsvitenskap,HV,Fakultet for helsefag,AV,Institutt for atferdsvitenskap,Master i Atferdsvitenskap,nor
Metodikk for atferdsendring på gruppenivå: ACT og PROSOCIAL som metode for atferdsendring,https://hdl.handle.net/11250/2755377,"Ringøen, Thea Tonette Mesel","Ree, Gunnar",nb,Psykologisk fleksibilitet|Atferdsendring|Acceptance and Commitment Therapy and Training,,2020,HV - Master i Atferdsvitenskap,HV,Fakultet for helsefag,AV,Institutt for atferdsvitenskap,Master i Atferdsvitenskap,nor
Outcome in adulthood for children with autism spectrum disorder who have received early Intensive behavioral intervention,https://hdl.handle.net/10642/2173,"Holm, Astrid Kristin","Eikeseth, Svein",en,EIBI|Autism spectrum disorder|Follow-up|Autism adult outcome|Long-term follow-up,,2014,HV - Master i Atferdsvitenskap,HV,Fakultet for helsefag,AV,Institutt for atferdsvitenskap,Master i Atferdsvitenskap,eng
A science of culture: Conceptual and experimental analysis on cultural selection,https://hdl.handle.net/10642/3476,"Stokken, Anne-Lise","Couto, Kalliu|Sandaker, Ingunn",en,Selection|Culture|Practices|Behavior|Individuals|Groups|Unit of analysis,,2016,HV - Master i Atferdsvitenskap,HV,Fakultet for helsefag,AV,Institutt for atferdsvitenskap,Master i Atferdsvitenskap,eng
"Repetert lesing som metode for å øke flyt og forståelse: en gjennomgang av teorier og studier, artikkel 1. Repetert lesing som metode for å forbedre leseflyt for voksne innvandrere: En empirisk studie, artikkel 2",https://hdl.handle.net/10642/1527,"Eikeri, Elisabeth Elle","Ree, Gunnar",nb,Leseflyt|Repetisjon|Automatisering|Innvandrere|Lesehastighet|Leseopplæring|Barn,VDP::Samfunnsvitenskap: 200::Psykologi: 260,2013,HV - Master i Atferdsvitenskap,HV,Fakultet for helsefag,AV,Institutt for atferdsvitenskap,Master i Atferdsvitenskap,nor
Observasjonsresponser og betinget diskriminasjon,https://hdl.handle.net/10642/764,"Deiss, Manuela Dora","Arntzen, Erik",nb,Komplekse systemer|Kognitiv psykologi|Atferd|Begrepsdannelse|Oppmerksomhet|Betinget diskriminasjon,VDP::Social science: 200::Psychology: 260|VDP::Social science: 200::Psychology: 260::Cognitive psychology: 267,2010,HV - Master i Atferdsvitenskap,HV,Fakultet for helsefag,AV,Institutt for atferdsvitenskap,Master i Atferdsvitenskap,nor
Behandlig og håndtering av aggressiv og voldelig atferd,https://hdl.handle.net/10642/6653,"Melby, Martine","Vandbakk, Monica",nb,Aggressiv atferd|Voldelig atferd|Atferdsanalyse|Behandling|Atferdsvitenskap|Helse- og omsorgstjenesteloven,,2018,HV - Master i Atferdsvitenskap,HV,Fakultet for helsefag,AV,Institutt for atferdsvitenskap,Master i Atferdsvitenskap,nor
Impulsivitet og diskontering: En litteraturgjennomgang og en pilotstudie av et testverktøy,https://hdl.handle.net/10642/7484,"Torsvik, Nadia Nicolaisen","Ree, Gunnar",nb,Temporal diskontering|Rusmisbruk|Rusavhengighet|Impulsivitet,,2019,HV - Master i Atferdsvitenskap,HV,Fakultet for helsefag,AV,Institutt for atferdsvitenskap,Master i Atferdsvitenskap,nor
"Sensitivity to Prevailing Contingencies: Downsizing, Restructuring Efforts and Moderating Risk Factors",https://hdl.handle.net/10642/3134,"Helgesen, Karoline Giæver","Wright, Jan",en,Læring i komplekse systemer|Atferdsvitenskap|Behavior Analysis|Organizational Behavior Management|Downsizing|Restructuring|Aversive Control|Negative Reinforcement,,2016,HV - Master i Atferdsvitenskap,HV,Fakultet for helsefag,AV,Institutt for atferdsvitenskap,Master i Atferdsvitenskap,eng
Ledelse i et kompleksitetsperspektiv,https://hdl.handle.net/10642/2622,"Hexeberg, Camilla",,nb,Ledelse|Kompleksitet|Komplekse systemer|Ledere|Tidsbruk|Selvregistrering,,2015,HV - Master i Atferdsvitenskap,HV,Fakultet for helsefag,AV,Institutt for atferdsvitenskap,Master i Atferdsvitenskap,nor
Verbal atferd og RFT: Teori og praksis. En teoretisk analyse og en empirisk undersøkelse,https://hdl.handle.net/10642/8850,"Aunemo, Marie Røhme","Ree, Gunnar",nb,Verbal atferd|Psykologisk fleksibilitet|Relational frame theory|Prosocial|Acceptance and commitment training,,2020,HV - Master i Atferdsvitenskap,HV,Fakultet for helsefag,AV,Institutt for atferdsvitenskap,Master i Atferdsvitenskap,nor
Fremming av gjennomføringsevne gjennom læring fra potensielle eller begåtte feilhandlinger,https://hdl.handle.net/10642/2084,"Ruud, Lin Therese Bjørnstad","Halvorsen, Lars",nb,Atferdsvitenskap|Systemteori|Feedback|Selvledelse|Lærende organisasjoner|Endringsledelse|Risikostyring|Innovasjon,,2014,HV - Master i Atferdsvitenskap,HV,Fakultet for helsefag,AV,Institutt for atferdsvitenskap,Master i Atferdsvitenskap,nor
Kompleksitet og interaksjon i kommunale tjenester til næringslivet i lys av endringer i kommunestruktur,https://hdl.handle.net/10642/3328,"Sverkmo, Inger Oddrun","Bento, Fabio",nb,Komplekse systemer|Næringsliv|Kommunale tjenester|Interaksjon|Strukturreformen|Kompleksitetsteori,,2016,HV - Master i Atferdsvitenskap,HV,Fakultet for helsefag,AV,Institutt for atferdsvitenskap,Master i Atferdsvitenskap,nor
Antidepressiv effekt av fysisk aktivitet/trening,https://hdl.handle.net/11250/2787700,"Bjørkeng, Emma Karoline","Morland, Cecilie (hovedveileder)|Øverberg, Linda Thøring (biveileder)",nb,Depresjon|Forsøksdyr|Laktat|Forced swim test,,2021,HV - Master i Atferdsvitenskap,HV,Fakultet for helsefag,AV,Institutt for atferdsvitenskap,Master i Atferdsvitenskap,nor
Opplæring i eksperimentelle og deskriptive funksjonelle analyser: En systematisk oversiktsartikkel og empirisk Studie,https://hdl.handle.net/11250/2787732,"Eng, Christoffer Fodstad","Isaksen, Jørn|Holth, Per",nb,Opplæring|Tjenesteytere|Lærere|Studenter|Skolepersonell|Funksjonelle analyser,,2021,HV - Master i Atferdsvitenskap,HV,Fakultet for helsefag,AV,Institutt for atferdsvitenskap,Master i Atferdsvitenskap,nor
"The spontaneously hypertensive rat (SHR) as an animal model of attention-deficit/hyperactivity disorder; stimulus control, sensory reinforcement and discrimination. Artikkel 1",https://hdl.handle.net/10642/2338,"Skillebekk, Martin","Johansen, Espen Borgå",en,Attention-deficit/hyperactivity disorder|ADHD|The dynamic developmental theory|The spontaneously hypertensive rat|Stimulus control|Sensory reinforcement,,2014,HV - Master i Atferdsvitenskap,HV,Fakultet for helsefag,AV,Institutt for atferdsvitenskap,Master i Atferdsvitenskap,eng
"Lesing og presisjonsopplæring, artikkel 1. Etablering av leseferdigheter ved bruk av presisjonsopplæringsverktøyet Tempolex, artikkel 2",https://hdl.handle.net/10642/1563,"Sørheim, Dag Gladmann","Eikeseth, Svein",nb,Atferdsanalyse|Presisjonsopplæring|Leseflyt|Leseferdigheter,VDP::Samfunnsvitenskap: 200::Psykologi: 260,2013,HV - Master i Atferdsvitenskap,HV,Fakultet for helsefag,AV,Institutt for atferdsvitenskap,Master i Atferdsvitenskap,nor
Prosocial: Et atferdsanalytisk perspektiv på Acceptance and Commitment Therapy. Teoretisk analyse og empirisk undersøkelse,https://hdl.handle.net/11250/2787944,"Hegrestad, Tone Baardsgaard","Ree, Gunnar",nb,Atferdsendring|Regelstyring|Psykologisk fleksibilitet|Prosocial|Aksept-og engasjement terapi|Acceptance and Commitment Therapy,,2021,HV - Master i Atferdsvitenskap,HV,Fakultet for helsefag,AV,Institutt for atferdsvitenskap,Master i Atferdsvitenskap,nor
Functional behavioral assessment,https://hdl.handle.net/10642/2856,"Brath, Knut-Aleksander Sæther","Eikeseth, Svein",en,Functional behavioral assessment|Behavior|Functional analysis|Structured ABC form|Narrative ABC form|Topographies|Problem behavior,,2015,HV - Master i Atferdsvitenskap,HV,Fakultet for helsefag,AV,Institutt for atferdsvitenskap,Master i Atferdsvitenskap,eng
Digitale Forsterkere:  Hvordan atferd kan påvirkes av økende digitalisering,https://hdl.handle.net/10642/6117,"Henrichsen, Hannah Susannah Math","Ree, Gunnar",nb,Diskontering|Impulsivitet|Digitalisering|Teknologi|Internett|Discounting|Impulsivity|Digitalization|Technology|Internet,,2018,HV - Master i Atferdsvitenskap,HV,Fakultet for helsefag,AV,Institutt for atferdsvitenskap,Master i Atferdsvitenskap,nor
Bruk av sortering av stimuli som supplerende mål etter trening av betinget diskriminasjon og test av deriverte relasjoner.,https://hdl.handle.net/10642/5402,"Vold, Jørn Arve","Arntzen, Erik",nb,Ekvivalente klasser|Lineær serie|Betinget diskriminasjon|Sortering|Stimulusekvivalens|Treningsstrukturer,,2017,HV - Master i Atferdsvitenskap,HV,Fakultet for helsefag,AV,Institutt for atferdsvitenskap,Master i Atferdsvitenskap,nor
A study of the incidence of poverty and social integration of migrant children in Norway,https://hdl.handle.net/10642/6120,"Agbalekpor, Christian","Ree, Gunnar",en,"Barnefattigdom|Kompleksitetsteori|Reduksjonisme|Marginalisering|Sosial integrasjon|Gettoformasjon|Sosial eksklusjon,|Child poverty|Marginalisation|Social exclusion|Ghetto formation|Complexity theory|Immigrants|Innvandrere",,2018,HV - Master i Atferdsvitenskap,HV,Fakultet for helsefag,AV,Institutt for atferdsvitenskap,Master i Atferdsvitenskap,eng
Åpent kontorlandskap - kun et onde?,https://hdl.handle.net/10642/5512,"Flatland, Helene","Ree, Gunnar",nb,Åpent kontorlandskap|Jobbtilfredshet|Støy|Konsentrasjon|Kommunikasjon|Samarbeid,,2017,HV - Master i Atferdsvitenskap,HV,Fakultet for helsefag,AV,Institutt for atferdsvitenskap,Master i Atferdsvitenskap,nor
Effekt av systematisk foreldreveiledning i et seleksjonsperspektiv,https://hdl.handle.net/10642/2926,"Stensland-Rørby, Nina Kristin","Gulbrandsen, Arne-Terje",nb,Parent training|Foreldreveiledning|Autism spectrum disorders|Autisme|Multisystemic therapy|Multisystemisk terapi|Selection by consequences|Interaction|Samhandling,,2015,HV - Master i Atferdsvitenskap,HV,Fakultet for helsefag,AV,Institutt for atferdsvitenskap,Master i Atferdsvitenskap,nor
Sosiale historier i et atferdsanalytiske tiltaksrepertoar eksemplifisert med en multippel basislinjedesign for øking av sosiale ferdigheter hos en elev med autisme,https://hdl.handle.net/10642/1721,"Lamache, Inger","Løkke, Jon Arne",nb,Social storiesTM|Autism|Social skills|Rule-governed behaviors|Verbal function-altering stimuli|Positive control,,2013,HV - Master i Atferdsvitenskap,HV,Fakultet for helsefag,AV,Institutt for atferdsvitenskap,Master i Atferdsvitenskap,nor
To perspektiver på ansatte under omstrukturering i organisasjoner: Velvære og interaksjoner,https://hdl.handle.net/10642/7488,"Guldahl, Thea Gisti","Bento, Fabio",nb,Organisasjoner|Omstrukturering|Ansatte|Velvære|Interaksjoner,,2019,HV - Master i Atferdsvitenskap,HV,Fakultet for helsefag,AV,Institutt for atferdsvitenskap,Master i Atferdsvitenskap,nor
Prosocial og atferdsprinsipper - En teoretisk analyse med et praktisk eksempel,https://hdl.handle.net/11250/2788038,"Lindquist, Mariell","Ree, Gunnar",nb,Atferdsendring|Psykologisk fleksibilitet|Funksjonell atferdsanalyse|Prosocial,,2021,HV - Master i Atferdsvitenskap,HV,Fakultet for helsefag,AV,Institutt for atferdsvitenskap,Master i Atferdsvitenskap,nor
Separation-related behavior in dogs (Canis familiaris) – a review and an experimental analysis,https://hdl.handle.net/10642/3318,"Bertilsson, Eva Anneli","Wynne, Clive|Holth, Per",en,Animal welfare|Dyrevelferd|Dogs|Hunder|Functional analysis|Funksjonell analyse|Reinforcement|Forsterkning|Separation anxiety|Separasjonsangst,,2016,HV - Master i Atferdsvitenskap,HV,Fakultet for helsefag,AV,Institutt for atferdsvitenskap,Master i Atferdsvitenskap,eng
"Semantic priming and stimulus equivalence, article 1. Effect of pre-training with rapid responding on formation of equivalence classes, article 2",https://hdl.handle.net/10642/1564,"Liland, Kim Henrik","Arntzen, Erik",en,Stimulus equivalence|Behavior analysis|Semantic priming|Short latencies|Asymptotic level,VDP::Samfunnsvitenskap: 200::Psykologi: 260,2013,HV - Master i Atferdsvitenskap,HV,Fakultet for helsefag,AV,Institutt for atferdsvitenskap,Master i Atferdsvitenskap,eng
Beteendeändring relaterat till matsvinnsreduktion,https://hdl.handle.net/10642/7486,"Karlsson, Irmeli","Offernes, Nils-Øivind",se,Matsvinn|Nudging|Atferdsanalyse,,2019,HV - Master i Atferdsvitenskap,HV,Fakultet for helsefag,AV,Institutt for atferdsvitenskap,Master i Atferdsvitenskap,oth
Stimulusekvivalens: konseptuelle og eksperimentelle analyser,https://hdl.handle.net/10642/2340,"Sætherbakken, Per S.","Arntzen, Erik",nb,Diskriminasjon|Betinget diskriminasjon|Matching-to-sample|Stimulusekvivalens|Treningsstrukturer|Voksne,,2014,HV - Master i Atferdsvitenskap,HV,Fakultet for helsefag,AV,Institutt for atferdsvitenskap,Master i Atferdsvitenskap,nor
Etablering av discrete trial teaching ferdigheter gjennom behavioral skills training,https://hdl.handle.net/11250/2787947,"Koch, Ida Bredahl","Olaff, Heidi Skorge",nb,,,2021,HV - Master i Atferdsvitenskap,HV,Fakultet for helsefag,AV,Institutt for atferdsvitenskap,Master i Atferdsvitenskap,nor
Intervensjoner i komplekse system: betydningen av høgskoleutdanning for utøvelsen av tvang og makt overfor tjenestemottakere med utviklingshemming,https://hdl.handle.net/10642/759,"Vagle, Bjørn Roar","Offernes, Nils Øyvind",nb,Tvang|Sosialtjenesteloven|Utviklingshemmede|Høgskoleutdanning|Komplekse systemer,VDP::Social science: 200::Social work: 360,2010,HV - Master i Atferdsvitenskap,HV,Fakultet for helsefag,AV,Institutt for atferdsvitenskap,Master i Atferdsvitenskap,nor
Behandlingseffekt av multisystemisk terapi (MST),https://hdl.handle.net/10642/1720,"Thorstensen, Kirsten","Ree, Gunnar",nb,Empirically supported therapies|MST|Randomized trials|Delinquency.,,2013,HV - Master i Atferdsvitenskap,HV,Fakultet for helsefag,AV,Institutt for atferdsvitenskap,Master i Atferdsvitenskap,nor
Implementering av læringsbasert rusbehandling i barnevernsinstitusjoner,https://hdl.handle.net/10642/5148,"Andersen, Signi Kvamsø","Strømgren, Børge",nb,Implementation|Contingency management|Læringsbasert rusbehandling,,2017,HV - Master i Atferdsvitenskap,HV,Fakultet for helsefag,AV,Institutt for atferdsvitenskap,Master i Atferdsvitenskap,nor
PROSOCIAL-en vitenskapelig forankret tilnærming til atferdsendring i grupper,https://hdl.handle.net/10642/6100,"Salvesen, Linn Berg","Strømgren, Børge",nb,PROSOCIAL groups|Behavior change|Workgroups|Atferdsendring|Arbeidsgrupper|Atferdsvitenskap|Komplekse systemer,,2018,HV - Master i Atferdsvitenskap,HV,Fakultet for helsefag,AV,Institutt for atferdsvitenskap,Master i Atferdsvitenskap,nor
Elementer ved prestasjonsfeedback: Samsvarer norske maler for medarbeidersamtale med forskningen?,https://hdl.handle.net/10642/8852,"Traalum, Marie Tobine","Ree, Gunnar",nb,Prestasjonsfeedback|Feedback|Medarbeidersamtale|Ledelse|Organizational behavior management,,2020,HV - Master i Atferdsvitenskap,HV,Fakultet for helsefag,AV,Institutt for atferdsvitenskap,Master i Atferdsvitenskap,nor
Spilleavhengighet: En atferdsanalytisk forståelse,https://hdl.handle.net/10642/3460,"Torve, Bjørn André","Lian, Torunn",nb,Spilleavhengighet|Funksjonelle analyser|Forsterkningsskjema|Atferdsanalyse|Verbal atferd|Regelstyrt atferd|Etablerende operasjon|Behandlingsintervensjoner,,2016,HV - Master i Atferdsvitenskap,HV,Fakultet for helsefag,AV,Institutt for atferdsvitenskap,Master i Atferdsvitenskap,nor
Undersøkelse av utfordringene ved tverrsektoriell kommunikasjon:  Sosial nettverksanalyse av informasjonsflyten ved A-krimsenteret i Oslo og Akershus,https://hdl.handle.net/10642/7480,"Tufan, Ayse Gull","Bento, Fabio",nb,Nettverksanalyse|A-krimsenter|Informasjonsdeling|Tverretatlig|Relasjonsmønstre|Samarbeid|Kommunikasjon,,2019,HV - Master i Atferdsvitenskap,HV,Fakultet for helsefag,AV,Institutt for atferdsvitenskap,Master i Atferdsvitenskap,nor
Velferdsteknologi og endringsprosesser. Artikkel 1,https://hdl.handle.net/10642/2274,"Ekeberg, Gry Nina","Ree, Gunnar",nb,Velferdsteknologi|Endringsprosesser|Atferdsanalyse|Opplæring|Tidlig innføring|Komplekse systemer,,2014,HV - Master i Atferdsvitenskap,HV,Fakultet for helsefag,AV,Institutt for atferdsvitenskap,Master i Atferdsvitenskap,nor
Complexity in concept formation,https://hdl.handle.net/10642/1778,"Braaten, Live Fay","Arntzen, Erik",en,Komplekse systemer|Training structure|Stimulus equivalence|Simple discriminations account|Linear series,,2013,HV - Master i Atferdsvitenskap,HV,Fakultet for helsefag,AV,Institutt for atferdsvitenskap,Master i Atferdsvitenskap,eng
Språkutvikling og verbal atferd hos normalutviklede barn,https://hdl.handle.net/10642/752,"Østvik, Leni","Eikeseth, Svein",nb,Språkutvikling|Barn|Verbal atferd|Radikal behaviorisme|Modellæring|Forsterkning|Imitasjon|Komplekse systemer|Atferdsvitenskap,VDP::Social science: 200::Psychology: 260::Developmental psychology: 265,2009,HV - Master i Atferdsvitenskap,HV,Fakultet for helsefag,AV,Institutt for atferdsvitenskap,Master i Atferdsvitenskap,nor
"Utviklingshemming, aldring og defekter i forsterkningskontingensen, artikkel 1. Evaluering av to indirekte preferansekartleggingsverktøy for bruk i omsorgsarbeid hos eldre personer med omfattende utviklingshemning, artikkel 2",https://hdl.handle.net/10642/1560,"Aders, Christoph H.","Eikeseth, Svein",nb,Utviklingshemmede|Aldring|Forsterkningskontingensen,VDP::Samfunnsvitenskap: 200::Psykologi: 260,2013,HV - Master i Atferdsvitenskap,HV,Fakultet for helsefag,AV,Institutt for atferdsvitenskap,Master i Atferdsvitenskap,nor
Autism and education in mainstream school settings (article 1). Behavioral intervention for children with autism in mainstream school setting ( article 2),https://hdl.handle.net/10642/1436,"Valmo, Astri Synnøve","Eldvik, Sigmund",en,Behavioral interventions|School setting|Autism|Autisme|Komplekse systemer|Atferdsanalyse,,2013,HV - Master i Atferdsvitenskap,HV,Fakultet for helsefag,AV,Institutt for atferdsvitenskap,Master i Atferdsvitenskap,eng
